4,19.67
6.4,33.375
8.15,49.08
11.2,69.888
12.8,90.7099
14.6,108.1849
16.2,125.6596
17.3,142.35
17.7,146.293
19.3,159.039
19.8,171.32
21.4,196.34
25,237.58
26.8,263.37
